id,label,handle,screen_name_length,digits_in_screen_name,user_name_length,time_offset,default_profile,default_picture,account_age,friends,followers,favorites,tweets,retweets,mentions,replies,retweeted
3953605933,1.0,Daniela76256500,15,8,5,-1,0,1,566,31,36,3224,2790,20,39,0,0
717985927,1.0,rand99j,7,2,4,10800,0,1,1747,447,1070,7900,7289,19,18,0,0
2539605696,1.0,ebrakingcauses,14,0,15,-1,0,1,1072,271,38,2309,2653,20,36,0,0
3281628907,1.0,arnonsanonoi3,13,1,13,-1,1,1,662,594,64,62,7175,0,40,0,0
115480038,1.0,Boston_Jobsite,14,0,13,-1,1,1,2636,1175,798,0,20763,0,0,0,0
2864723044,1.0,CvilleSLC,9,0,19,-1,0,1,913,0,17,42,1140,0,16,16,0
94274816,1.0,Ynnejzedlav,11,0,3,-28800,1,1,2713,275,24,344,381,13,18,2,0
3148448571,1.0,StLouisMB,9,0,18,-1,0,1,761,508,314,165,4435,0,0,0,0
343033496,1.0,stpaulscary,11,0,20,-1,0,1,2112,5,295,0,2176,0,0,0,0
3347226033,1.0,TrendsinCanada,14,0,15,-1,0,1,681,446,825,4,101046,0,0,0,0
1628775798,1.0,desiMausam,10,0,15,-25200,0,1,1379,1083,581,695,1169,8,12,4,0
240399054,1.0,AndreaGoiburu,13,0,3,-10800,1,1,2301,1723,1757,10585,15475,19,19,0,0
1953150691,1.0,KY_NOW,6,0,12,-25200,1,1,1305,346,500,3014,10062,0,2,0,0
2241973103,1.0,UjalaShah11,11,2,5,-1,0,1,1231,1134,190,779,812,18,25,0,0
250216906,1.0,GoldbergSegalla,15,0,20,-10800,1,1,2279,1766,1244,213,2275,1,12,0,0
40122045,1.0,JohnMongiovi,12,0,12,-14400,1,1,2915,1603,2503,17,2703,0,3,1,0
1955693167,1.0,DespairGB,9,0,7,-14400,0,1,1304,926,110,170,704,1,33,12,0
17611734,1.0,EliteSpotter,12,0,16,-18000,1,1,3086,222,64,25,7790,2,16,14,0
901571228,1.0,socialwire878,13,3,10,-1,0,0,1657,857,124,0,4305,0,0,0,0
2360287380,1.0,innerelevate,12,0,18,-10800,0,1,1168,1661,862,355,2439,0,0,0,0
234643375,1.0,WINDAAG,7,0,7,-25200,1,1,2314,907,1041,44,24714,0,0,0,0
3421050154,1.0,jordanandneko,13,0,17,-1,0,1,633,58,6,0,1821,0,0,0,0
2401319456,1.0,rgoswami99,10,2,16,19800,1,1,1144,349,210,84,3774,2,6,0,0
1720506354,1.0,foolsgold_horan,15,0,3,-10800,1,1,1344,206,224,6675,2686,18,21,2,0
84722723,1.0,GYROTONICCLEV,13,0,20,-18000,1,1,2753,1578,912,4,1996,0,0,0,0
2947602791,1.0,lcash80,7,2,12,-1,0,1,861,394,151,676,1745,20,20,0,0
2462643037,1.0,qapopycajif,11,0,15,-1,0,1,1109,5,0,1035,1032,5,5,0,0
2310916754,1.0,abnewsind,9,0,17,19800,1,1,1198,165,72,1,40976,0,0,0,0
3418647669,1.0,moIlyhooper,11,0,17,-25200,1,1,635,250,2551,37692,65703,9,17,4,0
1095760777,1.0,MGMIntraday,11,0,12,-14400,1,1,1573,3,14,4,8744,0,2,1,0
576341696,1.0,MyNaijaFamily,13,0,15,7200,0,1,1824,1,122,0,15147,0,0,0,0
17373329,1.0,arenastage,10,0,11,-14400,1,1,3097,1269,15671,2973,7973,2,15,0,0
367189092,1.0,DDW73,5,2,14,-1,1,1,2074,194,118,0,2051,0,0,0,0
3269846737,1.0,Matthew81073634,15,8,7,-1,0,1,672,66,67,5,1136,0,0,0,0
3392865693,1.0,Streetz_Frm_4RB,15,1,15,-25200,0,1,649,115,286,919,35,0,4,4,0
2244351768,1.0,SCProotme,9,0,17,-1,1,1,1242,719,111,767,971,20,36,0,0
3051226182,1.0,BuckyBadger643,14,3,18,-1,1,1,799,187,44,715,693,19,23,1,0
339360417,1.0,LindsayReagan1,14,1,14,-1,1,1,2118,1424,240,394,3025,0,0,0,0
17815585,1.0,InsideNoVA,10,0,10,-14400,1,1,3079,1290,103357,218,31972,0,2,0,0
27187128,1.0,amibennett,10,0,16,-1,0,0,2963,76,25,0,1368,0,0,0,0
2242313196,1.0,Saif_Bin01,10,2,10,14400,0,1,1243,184,280,0,4054,0,0,0,0
28845134,1.0,etstark,7,0,11,-18000,1,1,2956,2087,428,4146,23974,0,0,0,0
3332419978,1.0,BergmannKord,12,0,13,10800,0,1,690,17,17,0,447,0,0,0,0
1316215032,1.0,Jeshargiedan,12,0,15,25200,1,1,1500,433,222,327,1251,13,18,0,0
4084149018,1.0,thispxrpose,11,0,8,-1,0,1,554,154,73,209,256,20,34,0,0
2853096616,1.0,AElkasrawey,11,0,14,-1,0,0,920,3,4,0,8306,19,19,0,0
2389459800,1.0,misslisagreen,13,0,10,-1,0,0,1151,30,9,0,922,0,20,0,0
2956070925,1.0,GasmicMusic,11,0,12,7200,1,1,857,5541,4820,450,5159,0,20,0,0
227697541,1.0,Illuminati_TV,13,0,10,-25200,1,1,2334,7,3579,4,31790,0,0,0,0
144762144,1.0,Questcuties,11,0,11,-18000,1,1,2548,58,440,0,16336,0,0,0,0
3313193810,1.0,Almainethomas,13,0,13,-25200,1,1,635,131,34,418,758,5,15,0,0
3454511422,1.0,MadeInB_be,10,0,7,-1,0,1,620,732,17,0,405,19,26,0,0
363068363,1.0,dollytopsy,10,0,12,-1,1,1,2081,1082,537,21,12409,0,0,0,0
2750217476,1.0,Wmah1B,6,1,14,-25200,0,1,992,4,14,1670,1782,3,3,0,0
24183367,1.0,MedBook,7,0,10,-1,1,1,2978,21,10,0,5408,0,0,0,0
122077176,1.0,healthy_spa,11,0,9,-25200,0,1,2615,1287,1042,0,9056,0,0,0,0
3244714110,1.0,airstripio,10,0,8,-25200,0,1,694,0,4,0,824,0,10,0,0
2464953955,1.0,cuwutahedyfe,12,0,11,-1,0,0,1108,8,14,0,544,20,20,0,0
3233325308,1.0,38370ba0e6c644a,15,10,14,-1,0,1,706,7,27,1623,1649,20,27,0,0
2895032444,1.0,goodgirlscake,13,0,9,-1,0,1,911,319,305,974,3310,0,0,0,0
3292941550,1.0,TheLSECourse,12,0,6,-25200,1,1,718,490,571,353,918,11,35,0,0
33211168,1.0,gossersales,11,0,18,-18000,1,1,2941,484,654,172,3722,0,12,5,0
187028500,1.0,JpFaherty,9,0,10,-14400,1,1,2437,169,86,10,1041,0,0,0,0
3383239815,1.0,OnlineBaitShop,14,0,11,-25200,1,1,659,972,4137,50,2389,4,25,14,0
3385967848,1.0,OPTreasure123,13,3,17,-1,0,0,657,0,1,0,1642,0,0,0,0
41401673,1.0,2cuteink,8,1,10,-18000,1,1,2910,171,222,1,5817,0,1,0,0
3189717513,1.0,Chidinmakc,10,0,18,-1,0,1,748,1084,1279,9,8124,0,2,0,0
3152501892,1.0,LansingBrown,12,0,16,-1,0,0,756,1816,246,53632,8528,0,0,0,0
1569475945,1.0,wpsolu,6,0,10,-14400,1,1,1403,1948,1062,39,1737,0,0,0,0
505110999,1.0,MatthewChapma15,15,2,9,-1,0,0,1897,38,5,0,2290,0,0,0,0
799529424,1.0,MahealaniWilbur,15,0,16,-1,1,0,1708,3,1,0,8536,0,0,0,0
3312653851,1.0,luffjduf1,9,1,8,-1,0,0,636,0,0,0,371,0,0,0,0
3688450693,1.0,tubesa_jennifer,15,0,17,-1,0,1,590,62,15,558,3824,0,0,0,0
3014398348,1.0,MKEN_UEA,8,0,5,-25200,1,1,825,479,308,120,856,0,0,0,0
282966767,1.0,RobProSporcle,13,0,14,7200,0,1,2214,43,53,17,5628,0,0,0,0
587035713,1.0,HealthMovement,14,0,16,-1,0,1,1812,572,470,16,21448,0,0,0,0
3219687284,1.0,KyleBihlmeyer,13,0,14,-1,0,1,721,15,6,11,321,0,0,0,0
3438185938,1.0,viviane84730125,15,8,10,-1,0,0,623,157,275,0,493,0,0,0,0
14626205,1.0,business_pr,11,0,16,3600,1,1,3293,1039,995,0,4928,0,0,0,0
4157896858,1.0,HippGames,9,0,11,-1,1,1,545,1691,798,6,22,0,0,0,0
3320971104,1.0,muhdizz13,9,2,10,-25200,0,1,627,640,136,4612,4107,0,0,0,0
471071695,1.0,philash4,8,1,8,-1,0,0,1933,11,0,0,4883,0,0,0,0
168437973,1.0,imkehreeztine,13,0,9,-25200,1,1,2485,507,243,1371,9435,0,0,0,0
112802789,1.0,CCWoodmore,10,0,18,-14400,1,1,2645,94,254,28,1303,0,0,0,0
3249478862,1.0,plantreestnx,12,0,19,-25200,1,1,689,37,196,262,290,0,0,0,0
909537120,1.0,ahmedaldaoudy,13,0,14,-1,1,1,1653,381,48,0,1473,0,0,0,0
2751596682,1.0,BhartenduRoy,12,0,13,-1,0,1,991,34,93,1060,1240,0,0,0,0
1515532488,1.0,kobkiatr,8,0,20,-1,0,1,1424,28,2,0,801,0,0,0,0
56843122,1.0,tlrelf,6,0,17,-1,1,1,2854,1213,823,7,1528,0,0,0,0
3387713409,1.0,TobiasSchfer3,13,1,14,-1,0,0,656,0,0,0,1008,0,0,0,0
3625395143,1.0,meganslipstick,14,0,15,-1,0,1,604,65,169,93,336,0,0,0,0
892569745,1.0,Garf155,7,3,18,-21600,1,1,1661,1716,468,32,5591,0,0,0,0
2175697710,1.0,tammyandjerryp,14,0,5,-1,0,0,1280,1,0,0,1239,0,0,0,0
3432336101,1.0,k8baldwin1,10,2,12,-1,0,0,627,2,1,0,2743,0,0,0,0
2952698183,1.0,BiWiBlog,8,0,9,18000,1,1,859,810,338,455,2016,0,0,0,0
533388903,1.0,NCCommunityFdn,14,0,17,-25200,0,1,1873,80,161,7,2628,0,0,0,0
260866109,1.0,ThoughtReach,12,0,13,-14400,1,1,2257,2201,2116,4,5297,0,0,0,0
3167484837,1.0,llmrt3,6,1,7,-1,0,1,754,1930,338,256,21702,0,0,0,0
27051027,1.0,gendisasters,12,0,12,-18000,1,1,2964,102,213,0,7876,0,0,0,0
758034006,1.0,almarocha25,11,2,4,-18000,1,1,1727,698,154,1198,2375,0,0,0,0
32737005,1.0,TrackUniversity,15,0,20,-18000,1,1,2942,2024,1980,93,54988,0,0,0,0
3378614589,1.0,VOSTamericas,12,0,12,-14400,1,1,662,175,294,240,2021,0,0,0,0
2865679427,1.0,PennNajah385,12,3,13,-1,0,1,913,88,11,3,10420,0,0,0,0
63524061,1.0,Leisure_Fitness,15,0,15,-14400,1,1,2832,981,737,105,3460,0,10,8,0
2574267014,1.0,mrawhide5,9,1,11,-14400,0,1,1055,730,366,347,10647,0,9,0,0
224252173,1.0,zeibak1,7,1,6,-1,0,1,2343,8,9,0,1842,0,0,0,0
3692158217,1.0,baileyvarble,12,0,16,-1,0,1,598,1084,206,239,439,1,11,0,0
1651770265,1.0,HelenPolhill,12,0,13,-1,0,0,1370,1175,255,1296,2358,20,29,0,0
2309509747,1.0,Bernadosleanna,14,0,15,-1,0,1,1199,222,70,10020,7550,20,26,0,0
2951281068,1.0,9689f2884b8e4d6,15,11,11,-1,0,1,860,142,29,59,698,0,5,4,0
3244949806,1.0,vezakeragadu,12,0,14,-1,0,1,729,349,49,2193,2204,17,5,0,0
512276319,1.0,SlickText,9,0,13,-14400,1,1,1893,77,615,1693,4732,0,0,0,0
3199654396,1.0,DominicWitten,13,0,14,-1,0,1,745,436,175,3502,3038,20,24,0,0
292005138,1.0,lewisbishop1,12,1,12,-1,0,0,2197,2,1,0,253,0,20,0,0
2995344139,1.0,toshi04214438,13,8,4,-1,0,0,834,11,8,0,23,0,0,0,0
3145976002,1.0,PowerPo1nt,10,1,10,-14400,0,1,761,236,166,1424,2732,0,0,0,0
2750110050,1.0,donzauctions,12,0,14,-25200,0,1,992,971,164,6793,9267,4,4,0,0
3184592250,1.0,perclickcash,12,0,14,-1,1,1,735,40,92,0,10935,0,0,0,0
3396939995,1.0,Quokkatesting,13,0,4,-25200,0,0,647,0,0,0,424,0,0,0,0
3160025664,1.0,Thevillagesw,12,0,12,-25200,0,1,753,0,38,0,592,0,0,0,0
2482090896,1.0,MaxPromote,10,0,20,28800,0,1,1097,648,975,2519,22410,0,0,0,0
1035280226,1.0,jonnathan888,12,3,10,-1,0,1,1595,113,7,63,931,0,27,0,0
3889616472,1.0,boycottwestpac6,15,1,14,-1,0,1,572,17,1896,312,308,3,24,7,0
17621767,1.0,carnegiePI,10,0,18,-14400,1,1,3086,2185,7493,618,12499,16,31,0,0
3483877814,1.0,rsm3259,7,4,13,-1,0,1,609,8,26,41,5686,19,24,0,0
3309257997,1.0,KapuzaMs,8,0,9,-1,0,1,703,58,27,878,3274,20,22,0,0
3241481532,1.0,Happy_aa1,9,1,1,-1,0,0,698,1,0,0,6528,0,0,0,0
250972909,1.0,gettscene,9,0,10,-25200,1,1,2277,932,580,468,31007,0,1,1,0
3243073841,1.0,lunevykafes,11,0,13,-1,0,1,730,86,99,5837,5871,6,6,0,0
1661470322,1.0,nory2264543481,14,10,13,-1,1,1,1366,85,13,0,2168,14,15,0,0
2741930067,1.0,Text_Request,12,0,12,-1,1,1,999,93,541,2748,2321,0,0,0,0
2795282804,1.0,RT_Express,10,0,11,-18000,1,1,974,1206,751,1443,4527,20,47,0,0
463256144,1.0,howjenaltan,11,0,6,10800,0,1,1941,88,560,58,8701,16,21,4,0
3228822575,1.0,plusfefj,8,0,4,-1,1,1,737,806,45,1160,1355,19,35,0,0
3709252467,1.0,bieber01_rt,11,2,18,-1,0,1,597,222,152,103,10695,12,10,0,0
260800657,1.0,PortugalEnglish,15,0,20,-1,1,1,2257,0,27,0,4020,0,0,0,0
2157063013,1.0,brainykid007,12,3,12,-1,0,1,1290,22,9,89,515,0,20,20,0
703335756,1.0,MACAIDSFund,11,0,19,-1,1,1,1755,631,8852,3267,2738,7,24,12,0
29488860,1.0,eurodressage,12,0,13,16200,1,1,2953,108,12693,310,15717,0,1,1,0
1908706016,1.0,thrillhobo,10,0,10,-1,0,1,1320,181,215,3,16875,0,0,0,0
1975395252,1.0,bey0nshayy,10,1,8,-1,1,1,1296,1024,219,1419,1676,20,33,0,0
1927273747,1.0,AnaRodriguezU,13,0,20,-14400,0,1,1314,114,38,5,3821,3,5,0,0
392501209,1.0,TommyGrey2,10,1,10,-18000,1,1,2030,1267,812,5897,75812,20,20,0,0
21336054,1.0,rscottharrison,14,0,17,-14400,1,1,3000,3749,491,1702,11278,20,30,0,0
90880405,1.0,fxcomparisoncom,15,0,13,10800,0,1,2728,0,8139,0,11505,0,0,0,0
181572101,1.0,hannahbeila,11,0,16,-14400,1,1,2451,3810,920,250,2212,18,21,1,0
2758991280,1.0,CarolGuzmanz,12,0,12,-1,0,1,989,194,459,255,7641,0,3,0,0
935717924,1.0,OffSReidFansite,15,0,20,-1,1,1,1641,657,743,123,2289,20,23,0,0
1834095612,1.0,HaqueKiBaat,11,0,13,-14400,1,1,1338,29,48,2528,10841,16,16,0,0
3013038044,1.0,thehiphicks,11,0,18,-18000,0,1,820,993,18,0,2094,0,0,0,0
375437372,1.0,DigMedGhost,11,0,19,-1,1,1,2059,5503,25093,1152,17179,0,17,2,0
843730418,1.0,Krisvintclothin,15,0,19,-10800,1,1,1687,1881,1290,130,25038,0,7,1,0
2285335026,1.0,DoloresOMaryo,13,0,7,-1,0,1,1214,1361,31,1317,1670,19,32,0,0
469306120,0.0,xx_Mayalrent,12,0,3,14400,1,1,1935,339,911,7562,22274,1,7,6,0
122646992,0.0,Ellie_willox,12,0,3,3600,1,1,2613,533,522,926,12941,2,7,5,0
1031655967,0.0,Sly_Guy36,9,2,9,-1,0,1,1596,397,329,1333,1493,15,22,2,0
333143589,0.0,PANKAJCHAUHAN8,14,1,13,19800,1,1,2128,577,1493,292,12307,9,10,0,0
393578483,0.0,katieglutz,10,0,12,-18000,1,1,2029,876,1327,12161,11400,6,23,8,0
2366156712,0.0,paccmeonce,10,0,4,28800,1,1,1164,135,125,905,4847,2,4,2,0
727448640,0.0,cynxhernandez,13,0,4,-18000,1,1,1742,687,948,6178,9877,11,20,4,0
209262106,0.0,RafaHideki,10,0,13,-10800,1,1,2384,316,310,351,15804,6,9,1,0
477989973,0.0,ohLoverofmysoul,15,0,7,-1,0,1,1926,20,7,17,418,20,13,0,0
3268602666,0.0,mihelihc,8,0,8,-1,1,1,673,276,106,206,281,20,36,0,0
47241295,0.0,LucyQuinones,12,0,13,-1,0,1,2884,100,241,14,1552,0,0,0,0
15976691,0.0,SnakeMannn,10,0,18,-25200,1,1,3178,2374,1439,0,7429,0,42,17,0
30451290,0.0,mo1red,6,1,15,-1,0,0,2949,18,21,0,491,0,0,0,0
28747261,0.0,JennyJusuf,10,0,11,-25200,1,1,2956,540,36040,7903,93610,1,14,11,0
108425531,0.0,Charleyy_Louise,15,0,13,3600,1,1,2659,190,127,2052,6712,8,14,3,0
2998417670,0.0,MaeManzoMM,10,0,15,-1,0,1,832,128,125,14,669,0,0,0,0
2422320374,0.0,rugbyredhawks,13,0,14,-1,1,1,1133,228,177,357,797,2,5,0,0
217074626,0.0,unitedflier,11,0,6,-14400,1,1,2363,378,76,49,638,0,0,0,0
619248033,0.0,KidrauhlsGirl72,15,2,5,-1,0,1,1777,1807,51,5385,5548,20,30,0,0
1124003922,0.0,EsteJimenez_,12,0,12,-10800,1,1,1562,421,826,24511,16950,18,18,0,0
791780606,0.0,georginagrxce,13,0,3,-1,1,1,1712,1318,953,3346,22660,5,15,8,0
323288281,0.0,Army_of_Bears,13,0,10,-18000,1,1,2145,33,26,19,2991,1,1,1,0
2856107910,0.0,bc_im_kate,10,0,16,-1,0,1,936,462,832,10911,5273,10,23,6,0
612999090,0.0,housh_tj,8,0,13,-1,0,1,1783,162,224,194,2545,20,20,0,0
2836050248,0.0,amandahh215,11,3,6,-1,0,1,950,100,114,2396,3157,18,18,0,0
2372338144,0.0,MindlessMaloley,15,0,6,-14400,1,1,1164,11432,10516,27969,29614,12,12,0,0
3420905129,0.0,ujellyxlover,12,0,6,-1,0,1,634,1955,1190,3210,41189,18,25,0,0
1233652698,0.0,simiajisafe_,12,0,4,3600,1,1,1528,228,288,4960,4383,16,17,0,0
858038708,0.0,SilverSkyKid,12,0,9,28800,0,1,1679,70,98,16,16637,0,0,0,0
433617525,0.0,jess_ROLLLL,11,0,14,-1,0,1,1976,276,335,199,3221,17,20,3,0
57197093,0.0,r2d2sz,6,2,11,-18000,1,1,2853,689,131,3145,1897,18,17,0,0
315476130,0.0,XxPac_Man919xX,14,3,13,-14400,1,1,2157,2582,613,63734,18748,20,20,0,0
3324904868,0.0,ZachVSGames,11,0,11,-1,1,1,625,76,57,7,799,1,17,14,0
35528306,0.0,irene_wilson,12,0,12,-25200,1,1,2934,617,468,3553,16109,8,9,1,0
31457139,0.0,jHENiferNYC,11,0,6,-18000,1,1,2945,364,422,795,20900,4,16,6,0
1252151778,0.0,sanfrashcisco,13,0,3,3600,1,1,1522,9763,12047,22972,93912,7,12,1,0
574270581,0.0,KathaMcGowan,12,0,13,-25200,1,1,1826,1005,220,8749,1002,20,24,0,0
460143667,0.0,dionne_watson,13,0,8,-25200,1,1,1945,736,1135,5907,34989,0,0,0,0
3188365045,0.0,joyrobzzz,9,0,3,-21600,1,1,731,71,139,17137,3829,0,0,0,0
570456177,0.0,richard2Savagee,15,1,15,-18000,1,1,1830,874,1612,16802,170053,0,0,0,0
56207114,0.0,D_Long54,8,2,10,-14400,1,1,2856,244,515,5022,11383,0,5,5,0
445142568,0.0,geechi2K12,10,3,10,-18000,1,1,1962,1987,196,1053,2028,0,0,0,0
484731323,0.0,grimmtastic77,13,2,15,-1,0,1,1918,33,259,224,20906,20,22,0,0
2855378633,0.0,Abortion_RCScot,15,0,20,-1,0,1,919,594,591,251,1673,11,29,2,0
2582740788,0.0,cryxinq,7,0,11,-1,1,1,1051,193,341,5376,2786,0,1,1,0
1058270342,0.0,EPMScientific,13,0,14,3600,1,1,1586,3143,2226,125,2576,0,0,0,0
3384265881,0.0,e_btc,5,0,5,-25200,0,1,658,158,61,2114,492,11,16,1,0
121230858,0.0,MisterTrimmer,13,0,17,-18000,1,1,2617,750,2192,2917,3756,0,29,12,0
3060478163,0.0,NeemiasLagos,12,0,13,-1,0,1,803,61,15,231,439,20,21,0,0
406409513,0.0,tohladko,8,0,8,-28800,1,1,2010,1644,137,415,390,5,18,12,0
3949010962,0.0,jenniekimtwt,12,0,9,-25200,1,1,573,80,1335,7415,27147,5,8,4,0
3236736642,0.0,lainiedelacruz,14,0,5,-1,0,1,703,414,143,4028,68492,20,23,0,0
346866777,0.0,qtip1976,8,4,14,-14400,1,1,2106,277,126,1243,15474,12,16,2,0
1111607167,0.0,TuvshinD,8,0,9,32400,1,1,1567,1006,554,2625,7381,15,15,0,0
334653607,0.0,NtoshWorldWide,14,0,10,10800,1,1,2126,6425,29101,488,56027,1,1,0,0
3288842234,0.0,ChristianRPaige,15,0,15,-1,1,1,655,44,50,6049,4881,0,23,20,0
2824442557,0.0,GrlMeetSunshine,15,0,20,-14400,0,1,960,256,132,3303,1366,15,21,4,0
1239749712,0.0,abbeyboorn5,11,1,5,-1,0,1,1527,117,123,4290,4854,20,20,0,0
81775109,0.0,joedevl,7,0,14,25200,1,1,2765,429,420,298,12519,1,9,7,0
21665671,0.0,landsharkblog,13,0,10,-14400,1,1,2996,532,276,365,6184,0,0,0,0
2557828094,0.0,ESuavee,7,0,8,-1,0,1,1063,300,190,854,3252,14,14,1,0
2809209216,0.0,squishytedddy,13,0,9,25200,0,1,967,351,235,418,26099,18,18,1,0
178723576,0.0,augustolanches,14,0,17,-10800,1,1,2458,163,11972,54369,205527,4,14,9,0
2484523928,0.0,Alex_el_beans,13,0,5,-1,0,1,1096,106,108,12873,2796,20,20,0,0
1146556242,0.0,BethCaffel_xx,13,0,18,-1,1,1,1554,559,830,10208,24641,5,6,1,0
988412814,0.0,sngfrnd,7,0,6,28800,1,1,1616,746,710,807,3732,0,0,0,0
479258753,0.0,ashleyyyyyyy_xo,15,0,8,-18000,1,1,1924,297,648,3603,42496,1,14,5,0
1287101636,0.0,LHausle,7,0,12,-10800,1,1,1508,342,462,10101,9329,0,50,16,0
112165657,0.0,tonyguri,8,0,4,-36000,1,1,2647,209,161,21,9585,1,1,0,0
1688566994,0.0,pamkmarsh,9,0,15,-1,0,1,1356,140,56,2689,1540,15,23,2,0
2225455784,0.0,HeyItsKay28,11,2,6,-14400,1,1,1254,1306,663,8954,14801,12,23,4,0
2805340929,0.0,dimph0_L,8,1,15,-1,1,1,947,352,131,912,891,12,21,4,0
379521795,0.0,_mugno,6,0,11,-14400,0,1,2052,430,404,12197,7700,10,23,7,0
904594663,0.0,CalleeMae,9,0,10,-18000,1,1,1656,365,397,8860,7483,4,12,6,0
16478990,0.0,jxcnyc,6,0,11,-14400,1,1,3145,479,639,1010,6261,12,20,0,0
188084143,0.0,anabalbuquerque,15,0,15,-1,1,1,2434,265,283,289,13103,1,6,5,0
122028183,0.0,mhuijnp,7,0,2,25200,1,1,2615,501,715,7301,11089,14,16,1,0
759301404,0.0,Veykan_,7,0,9,-18000,1,1,1727,485,1227,11986,2406,14,19,1,0
3116720165,0.0,chase_brower11,14,2,5,-1,0,1,774,223,202,504,1848,7,17,10,0
2471384604,0.0,ZapotecEnergy,13,0,14,-1,1,1,1104,282,215,400,2002,3,29,0,0
2614587271,0.0,sheithcake,10,0,2,-10800,1,1,1033,212,155,48336,44161,11,12,1,0
3754391533,0.0,_ringo_tabetai_,15,0,17,-1,0,1,584,98,103,6500,7642,0,17,10,0
1626740209,0.0,lexy_mercurio,13,0,8,-1,1,1,1380,435,352,3649,1985,16,19,1,0
29262091,0.0,Geekymz,7,0,12,10800,1,1,2954,1498,1155,387,33120,3,6,1,0
4138138633,0.0,MikeCol05194726,15,8,12,-1,0,1,550,4,1,1,421,0,0,0,0
38514217,0.0,pollyfuckit,11,0,8,3600,1,1,2923,100,488,8212,54929,4,10,8,0
2386674962,0.0,XboxMankind666,14,3,11,43200,1,1,1152,197,91,3465,3251,11,23,5,0
221689793,0.0,EvilFootLong,12,0,4,-25200,0,1,2350,78,176,3455,3637,1,6,3,0
4627816519,0.0,kissknj,7,0,4,-21600,0,1,503,394,1396,7877,44982,19,23,0,0
352200933,0.0,AdithWorotikan,14,0,17,-1,1,1,2098,65,168,58,7695,5,16,4,0
280160615,0.0,JoeyJconnolly,13,0,7,3600,1,1,2220,629,317,490,11315,11,23,5,0
612008802,0.0,desmondmashanda,15,0,16,-1,0,1,1785,488,224,3194,1972,11,26,8,0
971005488,0.0,whatevs1d,9,1,4,-10800,1,1,1624,602,538,14055,41960,8,9,1,0
2448430657,0.0,jaxee_,6,0,3,-10800,1,1,1117,377,397,2597,15906,12,15,1,0
3251670366,0.0,CMTYCatsUnite,13,0,20,-14400,1,1,687,816,559,21,1873,0,1,1,0
2286015528,0.0,desirbae,8,0,3,-1,1,1,1213,172,794,20613,28961,12,15,1,0
2898613700,0.0,lougheedcollege,15,0,16,-1,1,1,907,269,690,1018,943,4,21,1,0
276837866,0.0,kaptaynprince,13,0,7,-1,1,1,2226,381,383,472,4056,0,4,1,0
485875150,0.0,DanJLesser,10,0,10,3600,1,1,1917,832,264,464,5269,4,11,4,0
20100340,0.0,gracemariex,11,0,5,3600,1,1,3014,894,345,2189,23286,3,17,5,0
1511686806,0.0,Dat_Whiteboii,13,0,8,-10800,0,1,1425,317,420,4499,15269,11,13,2,0
2604430016,0.0,hudsonville1998,15,4,4,-14400,1,1,1038,491,131,3579,3134,14,14,0,0
246377868,0.0,KayakMediaTweet,15,0,19,-14400,0,1,2287,3993,3021,11939,8529,7,26,2,0
90638768,0.0,Lutezorz,8,0,16,-18000,0,1,2729,80,101,6260,4564,18,27,2,0
903073842,0.0,aimanakhyak_,12,0,5,28800,1,1,1656,482,514,795,4806,13,18,5,0
4415645845,0.0,agtadfv,7,0,11,21600,0,1,524,468,190,0,562,19,17,0,0
95760717,0.0,duyhtq,6,0,9,-14400,1,1,2706,48,545,215,1118,17,24,0,0
1661700032,0.0,windchimeharry,14,0,10,-1,0,1,1366,337,192,305,786,20,26,0,0
2392933548,0.0,DioSanchezTD,12,0,17,-14400,1,1,1149,199,24,459,6689,0,18,16,0
153468579,0.0,Kayleig94852038,15,8,8,-1,0,1,2526,2577,2065,4133,18180,0,0,0,0
1896488527,0.0,nbdynwhr,8,0,10,-1,1,1,1323,173,127,9014,2408,5,13,4,0
260848068,0.0,Shakyza_,8,0,13,-18000,1,1,2257,719,894,1051,55177,7,9,2,0
1703381502,0.0,onjanista23,11,2,16,-1,1,1,1350,1966,514,12697,4059,11,21,0,0
1105326235,0.0,georgiagem_,11,0,12,-10800,1,1,1569,425,665,3783,10234,3,13,8,0
3713829252,0.0,JerickBorja12,13,2,2,-25200,1,1,588,170,324,945,4114,0,0,0,0
3867326773,0.0,nochusolo,9,0,1,-25200,0,1,574,152,0,4416,10183,0,0,0,0
551275129,0.0,marinadryan,11,0,6,-10800,1,1,1853,465,995,7187,8557,6,6,0,0
613744186,0.0,TEClemente1,11,1,12,-1,0,1,1783,157,381,529,1964,16,30,0,0
4203264747,0.0,gabizzlie,9,0,5,-25200,0,1,539,1243,2028,2399,8472,10,15,1,0
4097930772,0.0,fbkaiokudan,11,0,3,-1,0,1,553,257,258,1044,1571,10,8,2,0
1308605071,0.0,Derek_Russell7,14,1,13,-1,0,1,1503,266,285,2686,4077,8,27,10,0
264288300,0.0,BillAtBridge,12,0,12,-1,1,1,2250,536,574,19,20302,0,0,0,0
329191487,0.0,vAbady,6,0,9,10800,1,1,2135,285,665,13,36037,3,15,12,0
2522367901,0.0,hse_yang,8,0,12,25200,1,1,1079,94,302,41,3,0,1,1,0
701628758,0.0,Baby_Girl_1003,14,4,1,-14400,1,1,1756,6072,6854,36311,103242,12,13,1,0
